Asset,HAR_QLIKE,HAR_MSE,HAR_MAE,HARS_QLIKE,HARS_MSE,HARS_MAE,N_OOS
BTC,0.5304577030672923,0.6851505617560435,0.6154798638037187,0.6074560958221105,0.7620813389113376,0.6539949539568326,2492
SPX,4.638613254636953,6.190267644519477,1.8850363512325663,4.617706248806341,8.485523225483867,2.0128581920533155,2610
NIFTY,3.591819018080542,5.721574602613018,1.783747391954695,3.885532972475884,6.114514447841412,1.859674293709405,2503
