Asset,model,mean_loss,MCS_pvalue,in_MCS,rank,eliminated_at
BTC,Neural-HAR,0.6283258553279647,1.0,True,1,
BTC,HAR,0.7133119307380934,1.0,True,2,
SPX,Neural-HAR,1.8243921404157122,1.0,True,1,
SPX,HAR,5.407347176881077,0.0,False,2,1.0
NIFTY50,Neural-HAR,1.8188912499400813,1.0,True,1,
NIFTY50,HAR,2.137405335355865,0.086,False,2,1.0
